client_id,age_id,district_id,sex
C00003688,1,49,Female
C00003689,1,9,Female
C00003690,2,44,Male
C00003691,2,18,Male
C00003693,3,15,Male
C00003694,3,15,Female
C00003695,3,55,Male
C00003696,3,55,Female
C00003697,2,9,Female
C00003698,1,44,Male
C00003699,2,1,Male
C00003700,1,1,Female
C00003701,2,73,Female
C00003702,2,76,Male
C00003703,3,17,Male
C00003704,2,69,Male
C00003705,2,1,Female
C00003707,2,74,Male
C00003708,2,46,Female
C00003709,2,46,Male
C00003710,3,59,Male
C00003711,2,25,Male
C00003712,2,56,Female
C00003713,2,41,Female
C00003714,2,8,Female
C00003716,2,74,Male
C00003717,3,71,Male
C00003718,3,71,Female
C00003719,3,54,Male
C00003720,3,54,Female
C00003721,2,64,Female
C00003722,2,1,Female
C00003723,2,18,Male
C00003724,3,57,Female
C00003727,2,33,Male
C00003728,3,66,Male
C00003729,2,66,Female
C00003730,2,59,Female
C00003732,2,66,Male
C00003733,2,1,Female
C00003734,2,15,Male
C00003735,3,18,Male
C00003736,3,18,Female
C00003737,2,12,Male
C00003738,1,1,Female
C00003739,2,3,Female
C00003740,3,46,Male
C00003741,3,16,Male
C00003742,2,56,Female
C00003743,2,56,Male
C00003745,1,2,Female
C00003746,1,66,Male
C00003747,2,1,Male
C00003748,3,59,Female
C00003749,2,65,Female
C00003750,3,1,Male
C00003751,2,33,Male
C00003752,2,33,Female
C00003753,2,1,Female
C00003754,2,1,Female
C00003755,2,37,Female
C00003756,1,12,Female
C00003757,3,5,Male
C00003758,2,53,Female
C00003759,2,53,Male
C00003760,2,18,Male
C00003761,1,48,Male
C00003762,2,60,Female
C00003763,1,38,Female
C00003764,1,38,Male
C00003765,2,45,Female
C00003766,4,1,Female
C00003767,3,14,Male
C00003768,2,14,Female
C00003769,2,54,Male
C00003770,3,35,Female
C00003771,2,48,Male
C00003772,3,48,Female
C00003773,2,33,Female
C00003774,3,1,Male
C00003775,3,46,Male
C00003776,1,74,Male
C00003777,1,74,Female
C00003779,2,6,Male
C00003780,1,37,Male
C00003781,1,17,Female
C00003782,4,1,Male
C00003783,2,1,Female
C00003784,1,1,Male
C00003785,3,66,Female
C00003786,3,13,Male
C00003787,1,21,Female
C00003788,2,56,Female
C00003789,2,66,Male
C00003790,3,48,Male
C00003791,3,72,Male
C00003792,1,74,Male
C00003793,2,39,Female
C00003794,1,37,Female
C00003795,4,12,Male
C00003796,2,3,Male
C00003797,2,3,Female
C00003798,2,1,Female
C00003799,3,2,Male
C00003800,2,38,Female
C00003801,2,38,Male
C00003802,3,67,Male
C00003803,3,1,Male
C00003804,3,1,Female
C00003805,2,68,Male
C00003806,2,54,Female
C00003807,2,33,Female
C00003808,2,57,Male
C00003811,2,6,Male
C00003812,2,1,Male
C00003813,1,2,Female
C00003814,2,1,Male
C00003815,2,28,Female
C00003816,2,1,Male
C00003817,3,77,Female
C00003818,2,71,Male
C00003819,3,71,Female
C00003821,3,22,Male
C00003822,2,48,Male
C00003823,2,63,Male
C00003824,1,41,Male
C00003825,2,41,Female
C00003826,3,33,Male
C00003827,3,33,Female
C00003829,1,59,Male
C00003830,2,18,Female
C00003831,3,11,Male
C00003832,3,11,Female
C00003833,3,19,Male
C00003834,1,1,Female
C00003835,3,50,Female
C00003836,2,77,Male
C00003837,3,39,Female
C00003838,3,65,Male
C00003839,3,65,Female
C00003840,3,50,Female
C00003841,3,26,Male
C00003842,1,74,Male
C00003843,2,4,Female
C00003844,2,71,Female
C00003845,2,1,Male
C00003846,4,27,Female
C00003847,2,6,Female
C00003848,3,45,Female
C00003849,3,1,Female
C00003850,2,45,Female
C00003851,2,45,Male
C00003852,2,10,Female
C00003853,4,59,Female
C00003854,2,24,Male
C00003855,3,29,Male
C00003856,2,1,Female
C00003857,2,72,Female
C00003858,2,18,Female
C00003859,2,18,Male
C00003860,3,74,Male
C00003861,2,11,Female
C00003862,2,40,Female
C00003863,3,1,Female
C00003864,3,1,Male
C00003865,1,75,Male
C00003866,1,75,Female
C00003868,2,66,Male
C00003869,2,17,Female
C00003870,1,4,Female
C00003871,1,4,Male
C00003872,3,8,Male
C00003873,2,23,Female
C00003874,2,61,Female
C00003875,3,1,Female
C00003876,3,1,Male
C00003877,2,38,Female
C00003880,2,29,Female
C00003881,2,45,Female
C00003882,2,45,Male
C00003883,2,18,Male
C00003884,2,72,Male
C00003885,3,70,Female
C00003886,2,8,Female
C00003887,3,67,Male
C00003888,3,67,Female
C00003890,2,3,Male
C00003891,2,75,Male
C00003892,1,1,Male
C00003893,2,1,Male
C00003894,2,29,Male
C00003895,2,29,Female
C00003896,3,5,Male
C00003897,2,16,Female
C00003898,2,57,Female
C00003899,3,55,Female
C00003900,2,55,Male
C00003901,2,55,Female
C00003902,2,65,Female
C00003903,2,1,Female
C00003904,3,29,Female
C00003905,3,29,Male
C00003906,3,64,Male
C00003907,2,1,Female
C00003908,3,73,Male
C00003909,3,73,Female
C00003910,3,37,Female
C00003911,2,31,Female
C00003912,2,1,Female
C00003913,2,8,Male
C00003914,3,52,Female
C00003915,1,20,Male
C00003916,1,47,Female
C00003917,2,47,Male
C00003918,1,5,Male
C00003919,2,35,Male
C00003920,3,44,Female
C00003921,2,28,Female
C00003922,3,1,Female
C00003923,3,1,Male
C00003924,1,56,Male
C00003925,3,45,Female
C00003926,1,54,Male
C00003927,2,61,Female
C00003928,3,77,Female
C00003929,2,74,Male
C00003930,3,1,Male
C00003931,3,1,Female
C00003932,3,59,Male
C00003933,2,59,Female
C00003934,2,12,Male
C00003935,3,71,Male
C00003936,2,36,Female
C00003937,2,36,Male
C00003938,1,27,Male
C00003939,2,40,Male
C00003942,2,53,Male
C00003943,2,1,Male
C00003944,3,8,Male
C00003945,3,8,Female
C00003946,1,1,Male
C00003947,2,23,Male
C00003948,1,44,Female
C00003949,1,44,Male
C00003950,3,38,Male
C00003951,3,38,Female
C00003952,2,52,Female
C00003953,3,14,Female
C00003954,2,64,Male
C00003955,2,64,Female
C00003956,1,21,Female
C00003957,1,21,Male
C00003958,2,37,Female
C00003959,1,30,Female
C00003960,2,8,Male
C00003961,2,53,Female
C00003962,2,74,Male
C00003963,1,76,Male
C00003964,2,74,Male
C00003965,2,1,Male
C00003966,2,1,Female
C00003967,2,18,Female
C00003968,2,18,Male
C00003969,2,4,Female
C00003970,4,46,Female
C00003971,2,1,Male
C00003972,3,1,Male
C00003973,4,1,Female
C00003974,3,68,Male
C00003975,2,1,Female
C00003976,2,43,Male
C00003977,1,8,Male
C00003978,1,18,Male
C00003979,3,54,Female
C00003980,2,1,Male
C00003981,1,19,Male
C00003982,3,45,Female
C00003983,3,1,Female
C00003984,2,1,Female
C00003985,1,75,Female
C00003987,2,67,Male
C00003988,1,53,Female
C00003989,4,53,Male
C00003990,1,29,Male
C00003991,2,11,Male
C00003992,2,71,Female
C00003993,4,14,Female
C00003994,2,21,Female
C00003995,2,1,Female
C00003996,2,36,Female
C00003997,3,13,Female
C00003998,2,59,Female
C00003999,1,30,Female
C00004000,2,40,Male
C00004001,2,69,Male
C00004002,3,25,Female
C00004003,2,8,Male
C00004004,2,30,Female
C00004006,1,25,Female
C00004007,2,23,Male
C00004008,2,23,Female
C00004009,2,4,Male
C00004010,2,4,Female
C00004011,2,62,Female
C00004012,2,56,Female
C00004013,2,1,Female
C00004014,4,17,Male
C00004015,1,65,Female
C00004016,1,13,Female
C00004017,2,13,Male
C00004018,4,3,Female
C00004019,2,11,Male
C00004020,2,45,Female
C00004021,2,45,Male
C00004022,3,1,Male
C00004023,3,1,Female
C00004024,2,3,Male
C00004025,1,3,Female
C00004026,2,76,Female
C00004027,2,16,Female
C00004028,1,16,Male
C00004029,2,17,Male
C00004030,1,44,Female
C00004031,1,67,Male
C00004032,2,35,Female
C00004033,3,51,Male
C00004034,3,58,Male
C00004035,3,58,Female
C00004036,1,25,Female
C00004037,2,1,Female
C00004040,2,59,Female
C00004041,2,59,Male
C00004042,3,1,Male
C00004043,2,70,Female
C00004044,3,44,Female
C00004046,2,1,Female
C00004047,3,1,Male
C00004048,3,4,Male
C00004049,2,4,Male
C00004050,2,47,Male
C00004051,2,74,Male
C00004052,2,74,Female
C00004053,3,70,Female
C00004054,2,72,Female
C00004055,2,74,Female
C00004056,2,63,Female
C00004057,3,70,Female
C00004059,3,54,Male
C00004060,2,44,Female
C00004061,1,8,Male
C00004062,2,71,Male
C00004063,2,61,Female
C00004064,1,61,Male
C00004065,2,73,Male
C00004066,3,30,Female
C00004067,2,21,Female
C00004068,3,11,Male
C00004069,2,68,Male
C00004070,2,68,Female
C00004071,2,45,Female
C00004072,2,45,Male
C00004073,2,24,Male
C00004074,2,24,Female
C00004075,2,8,Female
C00004076,2,49,Male
C00004077,2,68,Female
C00004078,2,23,Male
C00004079,2,27,Male
C00004080,2,21,Female
C00004081,1,9,Male
C00004082,2,58,Female
C00004083,2,74,Female
C00004084,2,55,Male
C00004085,2,55,Female
C00004086,2,63,Female
C00004087,2,64,Female
C00004088,2,68,Female
C00004089,2,68,Male
C00004090,1,23,Male
C00004091,4,29,Female
C00004092,3,14,Female
C00004093,2,1,Male
C00004094,1,2,Male
C00004095,1,25,Male
C00004096,4,25,Female
C00004098,3,13,Male
C00004099,2,12,Female
C00004100,2,74,Male
C00004101,1,1,Female
C00004102,2,4,Female
C00004103,2,4,Male
C00004104,3,23,Male
C00004105,4,16,Female
C00004106,3,1,Male
C00004107,2,49,Male
C00004108,3,43,Female
C00004109,2,63,Male
C00004112,1,38,Male
C00004113,2,76,Female
C00004114,2,63,Male
C00004115,2,33,Male
C00004116,3,36,Male
C00004117,3,53,Female
C00004118,1,28,Male
C00004119,2,62,Female
C00004120,2,62,Male
C00004121,3,23,Male
C00004122,2,39,Male
C00004123,2,39,Female
C00004124,2,19,Female
C00004125,3,31,Female
C00004126,1,74,Male
C00004127,1,74,Female
C00004129,2,75,Female
C00004131,1,48,Male
C00004132,2,42,Male
C00004133,2,42,Female
C00004134,2,1,Female
C00004136,2,31,Male
C00004137,2,21,Male
C00004138,2,11,Female
C00004139,2,74,Male
C00004140,2,70,Male
C00004141,1,9,Male
C00004142,2,36,Male
C00004143,2,27,Male
C00004144,2,27,Female
C00004145,3,73,Female
C00004146,2,9,Female
C00004147,1,64,Male
C00004148,2,64,Female
C00004149,1,1,Male
C00004150,1,1,Female
C00004151,3,73,Female
C00004152,3,73,Male
C00004153,2,32,Male
C00004154,2,32,Female
C00004155,3,1,Male
C00004156,2,5,Female
C00004157,1,1,Male
C00004158,3,35,Female
C00004159,3,35,Male
C00004160,2,16,Female
C00004161,1,22,Female
C00004163,2,4,Male
C00004164,3,45,Female
C00004165,2,53,Male
C00004166,2,1,Male
C00004167,2,6,Female
C00004169,4,58,Female
C00004170,4,58,Male
C00004171,4,1,Male
C00004172,2,1,Female
C00004173,1,52,Female
C00004174,3,63,Male
C00004175,2,13,Female
C00004176,3,32,Male
C00004177,3,34,Male
C00004178,3,32,Male
C00004179,3,54,Male
C00004180,3,63,Male
C00004181,2,76,Female
C00004182,2,16,Male
C00004183,2,16,Female
C00004184,1,8,Female
C00004185,2,51,Female
C00004186,1,38,Male
C00004187,2,25,Female
C00004188,1,1,Male
C00004189,2,64,Male
C00004190,2,17,Male
C00004191,2,32,Female
C00004192,3,72,Male
C00004193,3,8,Female
C00004194,3,63,Female
C00004195,2,63,Male
C00004196,2,55,Female
C00004198,2,23,Female
C00004199,2,23,Male
C00004201,1,3,Male
C00004202,1,3,Female
C00004203,2,1,Female
C00004204,2,1,Male
C00004205,3,30,Male
C00004206,2,22,Male
C00004207,3,70,Male
C00004209,3,70,Female
C00004210,1,40,Male
C00004211,1,22,Female
C00004212,2,53,Male
C00004213,3,64,Female
C00004214,3,64,Male
C00004215,2,49,Female
C00004217,2,9,Female
C00004218,3,48,Female
C00004219,2,51,Female
C00004220,2,33,Male
C00004221,2,63,Female
C00004222,3,60,Male
C00004223,1,54,Male
C00004224,1,42,Female
C00004225,1,76,Male
C00004226,2,31,Male
C00004227,2,51,Female
C00004229,2,36,Male
C00004230,2,74,Female
C00004231,2,1,Female
C00004232,1,70,Male
C00004233,3,46,Male
C00004234,1,70,Female
C00004235,1,9,Female
C00004236,2,42,Female
C00004237,3,16,Female
C00004238,1,41,Female
C00004239,3,70,Male
C00004240,2,46,Female
C00004241,2,20,Female
C00004242,2,20,Male
C00004243,2,7,Male
C00004244,3,68,Female
C00004245,3,68,Male
C00004246,4,36,Female
C00004247,1,26,Female
C00004248,1,9,Female
C00004249,1,52,Male
C00004250,2,72,Female
C00004251,2,44,Male
C00004252,2,44,Female
C00004253,3,16,Female
C00004254,1,65,Male
C00004255,3,66,Female
C00004256,2,70,Male
C00004257,2,1,Female
C00004258,2,44,Female
C00004259,2,10,Female
C00004260,2,12,Male
C00004261,3,34,Female
C00004262,3,59,Female
C00004263,1,73,Female
C00004264,1,74,Female
C00004265,1,59,Male
C00004266,1,1,Female
C00004267,3,24,Female
C00004268,3,24,Male
C00004269,2,45,Female
C00004270,1,58,Female
C00004271,2,58,Male
C00004272,1,42,Female
C00004273,1,18,Female
C00004274,3,70,Female
C00004275,2,49,Female
C00004276,1,74,Female
C00004277,1,74,Male
C00004278,2,33,Male
C00004279,2,51,Male
C00004280,2,55,Female
C00004281,3,54,Male
C00004282,3,3,Male
C00004283,3,27,Male
C00004284,2,68,Male
C00004285,2,68,Female
C00004286,2,6,Female
C00004287,2,62,Female
C00004288,2,70,Female
C00004289,4,66,Male
C00004290,2,32,Male
C00004291,2,58,Female
C00004292,2,72,Male
C00004293,2,4,Female
C00004294,2,4,Male
C00004295,2,18,Male
C00004296,3,57,Male
C00004297,3,57,Female
C00004298,3,33,Male
C00004299,1,50,Female
C00004300,1,1,Female
C00004301,2,14,Female
C00004302,2,30,Female
C00004303,1,21,Female
C00004304,2,5,Female
C00004305,3,40,Female
C00004306,2,40,Male
C00004307,1,1,Male
C00004308,2,44,Female
C00004309,1,39,Female
C00004310,3,65,Female
C00004311,4,59,Male
C00004312,1,72,Female
C00004313,2,53,Female
C00004314,3,58,Female
C00004315,2,74,Female
C00004316,2,1,Female
C00004317,1,53,Female
C00004318,2,43,Female
C00004319,2,43,Male
C00004320,2,66,Female
C00004321,1,19,Female
C00004322,1,19,Male
C00004323,3,40,Male
C00004324,3,40,Female
C00004325,2,55,Male
C00004326,3,1,Male
C00004327,3,1,Female
C00004328,1,59,Female
C00004329,2,64,Female
C00004330,3,33,Male
C00004331,2,5,Male
C00004332,3,57,Male
C00004333,2,1,Male
C00004334,2,1,Female
C00004335,3,54,Female
C00004336,2,19,Female
C00004337,2,48,Male
C00004338,2,30,Male
C00004339,1,59,Female
C00004340,2,1,Female
C00004341,2,76,Male
C00004342,3,63,Female
C00004343,3,27,Female
C00004344,3,54,Male
C00004345,1,18,Female
C00004346,1,3,Female
C00004347,3,54,Female
C00004348,1,3,Female
C00004349,2,1,Female
C00004350,2,1,Male
C00004352,1,72,Male
C00004353,1,28,Female
C00004354,4,28,Male
C00004355,3,1,Female
C00004358,2,70,Male
C00004359,2,64,Male
C00004360,2,19,Female
C00004361,2,46,Male
C00004362,2,50,Male
C00004363,2,50,Female
C00004364,1,22,Male
C00004365,2,10,Male
C00004367,4,14,Male
C00004368,1,32,Female
C00004369,2,53,Male
C00004370,3,59,Male
C00004371,2,32,Male
C00004372,3,3,Male
C00004373,2,51,Male
C00004376,2,70,Male
C00004377,1,48,Male
C00004380,3,1,Male
C00004381,2,56,Male
C00004382,4,18,Male
C00004383,2,21,Male
C00004384,1,10,Female
C00004385,1,21,Female
C00004386,2,53,Female
C00004387,2,52,Male
C00004388,3,4,Female
C00004389,3,10,Female
C00004390,1,7,Female
C00004393,2,1,Female
C00004394,1,64,Female
C00004395,2,36,Female
C00004396,1,63,Female
C00004397,1,63,Male
C00004398,2,77,Male
C00004399,2,61,Female
C00004400,2,54,Female
C00004401,2,8,Male
C00004402,3,23,Male
C00004403,3,36,Female
C00004404,2,31,Female
C00004405,2,47,Female
C00004406,2,1,Male
C00004407,1,70,Male
C00004408,3,62,Male
C00004409,3,62,Female
C00004410,1,24,Female
C00004411,2,54,Male
C00004412,2,54,Female
C00004413,1,74,Male
C00004414,3,50,Male
C00004415,1,4,Male
C00004416,1,67,Male
C00004417,1,1,Male
C00004418,1,28,Male
C00004420,2,55,Male
C00004421,2,1,Female
C00004422,2,76,Female
C00004423,3,27,Male
C00004424,3,21,Male
C00004425,3,21,Female
C00004426,2,26,Female
C00004427,2,30,Male
C00004428,2,38,Male
C00004429,2,64,Male
C00004430,3,64,Female
C00004431,3,58,Male
C00004432,2,1,Female
C00004433,2,1,Male
C00004434,2,64,Male
C00004435,2,64,Female
C00004436,3,27,Male
C00004437,2,70,Female
C00004438,2,70,Male
C00004439,1,70,Male
C00004440,2,33,Male
C00004441,2,33,Female
C00004442,3,23,Female
C00004444,2,77,Male
C00004445,2,77,Female
C00004446,2,71,Female
C00004447,2,71,Male
C00004448,2,72,Female
C00004449,2,8,Male
C00004450,2,67,Female
C00004451,3,50,Female
C00004452,3,70,Female
C00004453,1,61,Female
C00004454,1,61,Male
C00004455,1,70,Male
C00004456,3,30,Male
C00004457,2,1,Male
C00004458,2,22,Female
C00004459,2,1,Female
C00004460,2,1,Male
C00004461,2,54,Female
C00004462,1,1,Male
C00004463,3,76,Male
C00004464,2,53,Male
C00004465,3,74,Male
C00004466,3,75,Female
C00004467,2,20,Female
C00004468,2,20,Male
C00004469,1,8,Female
C00004471,1,64,Female
C00004472,2,74,Male
C00004473,2,1,Male
C00004474,2,3,Female
C00004476,3,3,Male
C00004477,2,74,Male
C00004478,2,74,Female
C00004479,2,2,Female
C00004480,2,74,Male
C00004481,1,1,Male
C00004482,1,56,Male
C00004483,2,63,Female
C00004484,2,37,Male
C00004485,3,36,Male
C00004486,3,36,Female
C00004487,1,22,Male
C00004488,1,22,Female
C00004489,2,76,Male
C00004490,2,76,Female
C00004491,1,2,Female
C00004492,2,16,Female
C00004493,2,33,Male
C00004494,2,54,Male
C00004495,1,66,Male
C00004496,1,10,Male
C00004497,2,10,Female
C00004498,3,31,Male
C00004499,3,31,Female
C00004500,3,17,Male
C00004501,2,70,Female
C00004502,3,21,Male
C00004503,3,21,Female
C00004504,2,33,Female
C00004505,2,33,Male
C00004506,2,11,Female
C00004507,1,1,Male
C00004508,3,54,Male
C00004509,3,54,Female
C00004510,3,34,Female
C00004511,2,51,Female
C00004512,2,1,Male
C00004514,2,65,Male
C00004515,3,59,Female
C00004516,2,1,Female
C00004518,2,39,Female
C00004519,2,70,Female
C00004520,2,1,Female
C00004521,2,1,Male
C00004522,2,68,Female
C00004523,2,68,Male
C00004524,2,77,Male
C00004525,2,77,Female
C00004526,1,70,Female
C00004527,2,1,Female
C00004528,3,28,Male
C00004529,1,37,Male
C00004530,4,37,Female
C00004531,2,64,Female
C00004532,2,39,Male
C00004533,1,64,Male
C00004534,2,38,Male
C00004535,3,1,Female
C00004536,2,41,Male
C00004539,2,55,Male
C00004540,3,69,Male
C00004541,1,32,Female
C00004542,2,29,Male
C00004543,2,1,Male
C00004544,2,52,Female
C00004545,3,3,Female
C00004546,2,23,Female
C00004547,2,9,Female
C00004548,2,7,Male
C00004549,3,10,Female
C00004550,2,72,Female
C00004551,3,60,Male
C00004552,3,60,Female
C00004553,2,1,Female
C00004554,3,70,Male
C00004555,2,52,Male
C00004556,1,74,Male
C00004557,3,44,Female
C00004558,3,44,Male
C00004559,2,35,Female
C00004560,2,9,Male
C00004561,2,40,Female
C00004562,2,25,Male
C00004563,1,10,Female
C00004564,1,10,Male
C00004565,2,14,Male
C00004567,3,70,Male
C00004568,4,70,Male
C00004569,1,6,Female
C00004570,3,1,Female
C00004571,2,1,Male
C00004572,3,28,Female
C00004573,2,5,Female
C00004574,2,20,Female
C00004575,2,36,Female
C00004576,2,53,Male
C00004577,2,64,Female
C00004578,1,15,Male
C00004579,3,74,Female
C00004580,2,30,Female
C00004581,2,1,Female
C00004582,3,44,Male
C00004583,2,61,Female
C00004584,2,7,Female
C00004585,2,9,Female
C00004586,2,9,Male
C00004587,1,36,Female
C00004588,1,53,Female
C00004589,1,2,Female
C00004590,3,1,Male
C00004591,3,43,Male
C00004592,2,1,Female
C00004593,3,72,Male
C00004594,2,1,Male
C00004595,2,1,Female
C00004596,1,74,Female
C00004597,2,1,Female
C00004598,2,25,Female
C00004599,2,25,Male
C00004600,2,70,Male
C00004601,3,1,Male
C00004602,3,1,Female
C00004603,2,69,Female
C00004604,2,67,Male
C00004605,4,18,Female
C00004606,3,8,Male
C00004607,1,74,Female
C00004608,2,41,Male
C00004609,1,7,Female
C00004610,2,34,Female
C00004611,2,1,Female
C00004612,2,44,Female
C00004615,2,56,Male
C00004617,1,45,Male
C00004618,1,45,Female
C00004619,2,77,Female
C00004620,2,54,Female
C00004621,2,54,Male
C00004622,1,50,Female
C00004623,2,68,Male
C00004624,2,48,Female
C00004625,2,48,Male
C00004626,2,3,Female
C00004627,2,1,Male
C00004628,3,1,Female
C00004629,3,76,Male
C00004630,3,76,Female
C00004631,3,8,Female
C00004632,3,1,Male
C00004633,4,62,Female
C00004634,2,67,Female
C00004635,3,67,Male
C00004636,1,48,Male
C00004637,2,61,Male
C00004638,2,33,Female
C00004639,4,20,Male
C00004640,2,75,Female
C00004641,2,33,Male
C00004642,2,33,Female
C00004643,2,1,Female
C00004644,3,20,Male
C00004647,1,8,Male
C00004648,2,33,Male
C00004649,3,45,Female
C00004650,2,54,Female
C00004651,1,2,Male
C00004652,2,53,Male
C00004653,2,4,Female
C00004654,2,2,Female
C00004655,2,2,Male
C00004656,2,1,Male
C00004657,2,15,Male
C00004658,3,33,Male
C00004659,2,50,Female
C00004660,1,60,Female
C00004661,2,1,Female
C00004662,3,1,Female
C00004663,2,72,Male
C00004664,3,38,Male
C00004665,3,9,Female
C00004666,3,9,Male
C00004667,2,25,Male
C00004668,3,25,Female
C00004670,2,51,Female
C00004671,1,51,Male
C00004672,2,44,Male
C00004673,2,69,Male
C00004674,1,59,Female
C00004675,1,23,Male
C00004677,3,3,Female
C00004678,2,21,Male
C00004679,2,20,Male
C00004680,1,72,Female
C00004681,2,1,Female
C00004682,2,1,Male
C00004683,2,51,Male
C00004684,2,1,Female
C00004685,2,62,Male
C00004686,2,39,Male
C00004687,2,16,Female
C00004688,2,16,Male
C00004689,2,50,Male
C00004690,2,66,Female
C00004691,2,66,Male
C00004692,2,76,Female
C00004693,2,42,Male
C00004694,2,42,Female
C00004695,3,52,Male
C00004696,3,52,Female
C00004697,2,27,Female
C00004698,2,45,Male
C00004699,2,13,Female
C00004700,3,70,Female
C00004701,2,22,Male
C00004704,2,12,Female
C00004705,2,1,Male
C00004706,2,58,Female
C00004707,2,58,Male
C00004708,2,18,Male
C00004709,1,54,Male
C00004710,2,52,Female
C00004711,2,52,Male
C00004712,2,37,Female
C00004713,3,13,Female
C00004714,5,13,Male
C00004715,1,15,Female
C00004716,3,10,Female
C00004717,2,32,Male
C00004718,3,2,Male
C00004719,3,23,Male
C00004720,2,33,Female
C00004721,2,65,Female
C00004722,1,8,Male
C00004723,2,1,Female
C00004724,1,53,Female
C00004725,2,34,Male
C00004726,2,34,Female
C00004727,1,74,Female
C00004728,1,74,Male
C00004729,2,18,Male
C00004730,3,68,Male
C00004731,1,52,Female
C00004732,3,70,Male
C00004733,2,1,Male
C00004734,3,72,Male
C00004735,3,72,Female
C00004736,2,56,Female
C00004737,4,24,Female
C00004739,2,37,Female
C00004740,1,28,Male
C00004741,3,74,Female
C00004742,2,61,Female
C00004743,2,61,Male
C00004744,3,6,Male
C00004745,2,68,Female
C00004746,2,39,Female
C00004747,3,76,Female
C00004748,3,76,Male
C00004749,2,57,Female
C00004750,2,70,Male
C00004751,1,35,Male
C00004752,3,7,Male
C00004753,3,7,Female
C00004754,3,27,Female
C00004755,2,71,Female
C00004756,2,22,Female
C00004757,2,22,Male
C00004758,1,50,Female
C00004759,4,50,Male
C00004760,3,70,Male
C00004761,3,70,Female
C00004762,1,76,Female
C00004763,2,77,Female
C00004764,1,54,Male
C00004765,3,48,Male
C00004766,2,22,Male
C00004767,3,26,Female
C00004768,2,1,Female
C00004769,3,22,Female
C00004770,3,22,Male
C00004771,2,64,Female
C00004772,2,6,Female
C00004773,2,33,Female
C00004774,2,59,Male
C00004775,2,59,Female
C00004776,1,1,Male
C00004777,3,64,Female
C00004778,3,64,Male
C00004779,1,52,Male
C00004780,1,54,Female
C00004781,2,9,Female
C00004782,2,25,Male
C00004783,1,31,Female
C00004784,3,42,Female
C00004785,3,42,Male
C00004786,3,54,Male
C00004787,2,36,Male
C00004788,4,39,Female
C00004789,2,24,Female
C00004790,2,75,Male
C00004791,3,51,Male
C00004792,2,20,Female
C00004793,2,55,Female
C00004794,2,20,Female
C00004795,3,74,Female
C00004796,3,7,Male
C00004797,2,59,Female
C00004798,2,37,Female
C00004799,2,75,Female
C00004800,2,75,Male
C00004801,1,23,Male
C00004802,1,75,Male
C00004803,2,45,Male
C00004804,3,51,Female
C00004805,3,1,Female
C00004806,2,19,Female
C00004807,2,25,Male
C00004808,4,23,Female
C00004809,3,19,Male
C00004810,3,19,Female
C00004811,1,77,Female
C00004812,3,1,Male
C00004813,2,43,Male
C00004814,2,54,Male
C00004815,1,15,Male
C00004816,1,15,Female
C00004817,2,12,Male
C00004818,3,1,Male
C00004819,2,62,Male
C00004820,2,2,Female
C00004821,3,35,Female
C00004822,2,35,Male
C00004823,4,7,Male
C00004824,2,54,Male
C00004826,1,25,Female
C00004831,2,27,Male
C00004832,2,56,Female
C00004833,1,30,Female
C00004836,2,49,Male
C00004837,2,56,Female
C00004853,3,58,Male
C00004861,1,57,Female
C00004862,2,1,Female
C00004863,1,1,Female
C00004877,2,45,Male
C00004882,1,36,Male
C00004886,1,23,Male
C00004892,2,26,Male
C00004901,2,72,Female
C00004904,2,38,Female
C00004906,1,64,Female
C00004907,1,64,Male
C00004915,2,40,Male
C00004916,3,52,Male
C00004918,2,11,Male
C00004919,2,49,Female
C00004923,2,66,Male
C00004925,2,45,Male
C00004927,2,72,Female
C00004928,1,9,Male
C00004929,2,74,Male
C00004930,4,1,Male
C00004937,2,54,Female
C00004941,1,60,Female
C00004942,2,38,Male
C00004944,4,58,Male
C00004949,4,54,Male
C00004956,2,6,Male
C00004959,1,77,Male
C00004961,4,54,Male
C00004968,3,50,Male
C00004969,2,64,Female
C00004972,1,70,Female
C00004974,2,5,Female
C00004975,2,5,Male
C00004976,4,36,Male
C00004979,3,7,Male
C00004989,3,28,Male
C00004992,1,55,Female
C00004993,1,1,Female
C00004994,1,1,Male
C00005002,1,65,Female
C00005010,2,42,Female
C00005012,1,27,Female
C00005013,4,1,Male
C00005016,2,1,Female
C00005028,1,28,Male
C00005030,1,1,Male
C00005046,3,1,Male
C00005050,2,62,Male
C00005056,2,67,Female
C00005067,1,21,Female
C00005072,4,1,Female
C00005081,2,1,Female
C00005093,2,55,Female
C00005107,2,50,Female
C00005108,2,50,Male
C00005111,2,50,Male
C00005117,1,52,Male
C00005126,2,43,Male
C00005127,1,33,Female
C00005128,2,70,Male
C00005132,2,51,Male
C00005133,2,66,Female
C00005134,2,58,Female
C00005137,1,5,Male
C00005138,1,45,Female
C00005141,2,54,Female
C00005143,1,77,Male
C00005144,2,77,Female
C00005145,2,26,Female
C00005149,2,15,Male
C00005152,1,43,Female
C00005159,2,39,Male
C00005163,2,43,Female
C00005164,1,9,Male
C00005171,2,64,Female
C00005175,2,63,Female
C00005180,2,1,Male
C00005189,2,74,Female
C00005200,2,33,Female
C00005201,2,33,Male
C00005203,2,61,Female
C00005204,2,47,Male
C00005212,2,72,Female
C00005213,4,1,Male
C00005214,1,47,Male
C00005215,1,47,Female
